epoch,decoder_acc,decoder_loss,encoder_acc,encoder_loss,loss,val_decoder_acc,val_decoder_loss,val_encoder_acc,val_encoder_loss,val_loss
14,0.7939674753189087,2.680982459472337e-05,0.9998166666666667,0.000361160930430439,0.00038797075473703444,0.7935719388008118,2.6582539270748384e-05,0.9935,0.00669556788651389,0.006722150381596293
15,0.7939778061230978,2.6801294397834378e-05,0.9998333333333334,0.0003371780045694322,0.0003639792983361986,0.7934336771965027,2.6571863060235045e-05,0.9944,0.006065640632575378,0.006092212517431471
16,0.793882906627655,2.6794474541869326e-05,0.9998666666666667,0.00024469677280527927,0.0002714912463716852,0.7937636474609375,2.6567550291656516e-05,0.994,0.005877925969962962,0.005904493534425273
17,0.7938930485407512,2.6787704639718867e-05,0.9998833333333333,0.00015882524103314304,0.00018561294613561282,0.7941017863273621,2.656878973648418e-05,0.9945,0.005784568096947805,0.005811136902336147
18,0.7938680681864421,2.6783780302503148e-05,0.9998833333333333,9.565963287453391e-05,0.00012244341353458973,0.7938090561866761,2.6563995017204433e-05,0.9945,0.005688079241837841,0.005714643209811765
19,0.7938889028231303,2.6778480106925902e-05,0.9999,9.19777955456387e-05,0.00011875627477226469,0.7936150497436524,2.655284244392533e-05,0.9945,0.005555596633057575,0.005582149471531739
20,0.7938805919329326,2.6774543241481297e-05,0.9999166666666667,7.978158979406751e-05,0.00010655613344085093,0.7936536982536316,2.654397214646451e-05,0.9945,0.005613185148849152,0.005639729060645914
21,0.7938772302945455,2.6770346059735555e-05,0.9999166666666667,6.645745001377084e-05,9.322779590341573e-05,0.7932925968170166,2.6543416027561762e-05,0.9943,0.0055267704138765115,0.005553313862500363
22,0.7937997453689575,2.6767702991492116e-05,0.9999166666666667,7.537488470884266e-05,0.00010214258848573081,0.7938214322090149,2.654280952119734e-05,0.9948,0.005514095677729892,0.005540638494686573
23,0.7938262325604757,2.6765069964070184e-05,0.99995,6.0392643943100666e-05,8.715771426601956e-05,0.7937431125640869,2.6539551268797366e-05,0.9944,0.005540403074597998,0.00556694264728576
24,0.7938252551396687,2.6762007532912928e-05,0.99995,3.971453211124659e-05,6.647653948360433e-05,0.7937794613838196,2.6540710090193897e-05,0.9948,0.005533871464739787,0.00556041222071508
25,0.7938670930544536,2.6758571497824352e-05,0.9999666666666667,6.599648380428675e-05,9.275505552068353e-05,0.7937200277328491,2.65356862655608e-05,0.9949,0.005604264246949606,0.005630799932495574
26,0.7938288060188293,2.6759137270467666e-05,0.9999666666666667,2.7542233312559124e-05,5.430137062988555e-05,0.7937353274345398,2.6532069899258205e-05,0.9945,0.005573289271973772,0.0055998213457904055
27,0.793822065226237,2.6757230230335456e-05,0.9999666666666667,2.5320118169617227e-05,5.207734851088996e-05,0.7937836736679077,2.6528043387224898e-05,0.9945,0.005504233887701411,0.005530761924822582
28,0.7937752763112386,2.6756031404753837e-05,0.9999833333333333,2.4900637165672744e-05,5.1656668346064786e-05,0.7936664539337158,2.6531449626781977e-05,0.9946,0.005538203222688753,0.005564734663898708
29,0.793826872253418,2.6755122738541102e-05,0.9999833333333333,1.5502171136629616e-05,4.225729396663761e-05,0.7937441307067871,2.6532149498234504e-05,0.9947,0.005575114122685045,0.005601646279214765
30,0.7937778059959412,2.6753681433425904e-05,1.0,1.0930538600944572e-05,3.768421989710381e-05,0.793795029258728,2.6530257693957537e-05,0.9945,0.005570259144558804,0.0055967894102097486
31,0.7938654971758524,2.6753133654710837e-05,1.0,6.704431228505569e-06,3.345756486911948e-05,0.7935669659614563,2.652644408226479e-05,0.9945,0.005533816516989282,0.005560342978223344
32,0.7937840550422669,2.6752582036230404e-05,1.0,5.19077414959721e-06,3.1943356202100404e-05,0.793631757926941,2.6524920153315178e-05,0.9944,0.005559579776634928,0.005586104679803247
33,0.7937825473467509,2.675151227740571e-05,1.0,4.6388604075284145e-06,3.139037269866094e-05,0.7937149221420288,2.6527241012081503e-05,0.9947,0.005570566620327918,0.0055970938434125855
34,0.7937792299906413,2.675046002162465e-05,1.0,4.367816980884258e-06,3.1118277021838976e-05,0.7937186239242554,2.652522957941983e-05,0.9946,0.005600206281035207,0.005626731490847306
35,0.7937873726526896,2.674969595003252e-05,1.0,3.896725321575456e-06,3.0646421271376315e-05,0.7938066343307495,2.6523596356855706e-05,0.9945,0.005530696701456327,0.005557220280176261
36,0.7938472358385722,2.674905981790895e-05,1.0,3.537009423202268e-06,3.0286069163897385e-05,0.7937058651924134,2.652182421879843e-05,0.9945,0.005568618939735461,0.005595140806108247
37,0.7937640097300211,2.674814766602746e-05,1.0,3.3637851642253424e-06,3.0111932791381453e-05,0.7937559942245483,2.652193722606171e-05,0.9946,0.005579266841348726,0.005605788738330011
38,0.7938060578982036,2.674772286845837e-05,1.0,3.202324105942391e-06,2.995004694870052e-05,0.7937025489807129,2.6522262819344177e-05,0.9946,0.005534567719465122,0.005561090007453458
39,0.7937937720298767,2.67472478337974e-05,1.0,2.583151457127205e-06,2.933039930455076e-05,0.793750382232666,2.65214949962683e-05,0.9947,0.005568841036836966,0.005595362501393538
40,0.7938252750396728,2.6746906302287244e-05,1.0,2.7168173111423924e-06,2.9463723606507605e-05,0.7936687498092652,2.6520464575150983e-05,0.9946,0.005538082553469576,0.005564603033993626
41,0.7937924534797668,2.674647245730739e-05,1.0,2.2718964649902862e-06,2.9018368945495847e-05,0.7936404327392578,2.651930881256703e-05,0.9946,0.005578425324929412,0.005604944611564861
42,0.7937822914123536,2.6746246995753607e-05,1.0,2.1543345398401935e-06,2.890058149835871e-05,0.7937002571105957,2.6519536570413038e-05,0.9946,0.005547496296919417,0.0055740158269822135
43,0.7938265520731608,2.6745814607905533e-05,1.0,1.9468637060575963e-06,2.8692678322355885e-05,0.79365599193573,2.6519539958098905e-05,0.9946,0.005579185569030233,0.0056057051062176465
44,0.7938180273691813,2.674557223605613e-05,1.0,1.9100024216913425e-06,2.8655574635680144e-05,0.7936563766479492,2.6519619903410784e-05,0.9946,0.005579279411223251,0.005605799052488873
45,0.7938107995033264,2.6745161205568973e-05,1.0,1.8167474718389273e-06,2.856190865568351e-05,0.7936411977767944,2.65188931778539e-05,0.9946,0.005602349257597234,0.005628868138260441
46,0.7937454279899597,2.674489442239671e-05,1.0,1.7244228113559857e-06,2.846931721336053e-05,0.7936815015792846,2.6518814681912774e-05,0.9945,0.005591232280316763,0.005617751115371356
47,0.793769665145874,2.6744791974003115e-05,1.0,1.6094425369388561e-06,2.835423454816919e-05,0.7936817617416382,2.651923913799692e-05,0.9946,0.005611029012175277,0.005637548291197163
48,0.7937872672398885,2.674437865013412e-05,1.0,1.56913911257087e-06,2.8313517777132803e-05,0.7936855878829956,2.6518942532129587e-05,0.9946,0.005578309126676868,0.005604828110919334
49,0.7937975749651591,2.6744239822922585e-05,1.0,1.5040555513739432e-06,2.8248295377125033e-05,0.7936787000656128,2.65185117139481e-05,0.9946,0.005600393847096712,0.005626912372710649
